t_us,m1_ax_g,m1_ay_g,m1_az_g,m1_gx_dps,m1_gy_dps,m1_gz_dps,m2_ax_g,m2_ay_g,m2_az_g,m2_gx_dps,m2_gy_dps,m2_gz_dps
2391735066,0.01978,-1.04956,-0.10803,-7.3740,-3.6794,-0.6565,0.68286,-0.79211,0.10706,-5.7939,-1.9847,-1.4275
2391736063,0.02893,-1.04260,-0.08362,-7.6031,-3.5344,-0.8855,0.68494,-0.79382,0.10742,-5.5496,-1.7710,-1.4198
2391737068,0.01819,-1.00208,-0.07776,-8.1985,-3.6412,-1.0000,0.68567,-0.79541,0.10779,-5.3359,-1.5115,-1.4198
2391738067,0.01587,-0.96985,-0.08948,-8.5267,-3.7786,-0.8397,0.68542,-0.79614,0.10828,-5.1145,-1.2061,-1.3969
2391739067,0.01855,-0.98474,-0.09448,-8.1450,-3.7557,-0.6183,0.68481,-0.79626,0.10803,-4.8931,-0.8931,-1.3740
2391740067,0.01843,-1.01685,-0.11182,-7.6565,-3.9466,-0.7099,0.68457,-0.79639,0.10803,-4.6794,-0.6031,-1.3664
2391741066,0.02173,-1.02246,-0.12048,-7.6718,-4.0076,-1.0916,0.68481,-0.79688,0.10876,-4.4504,-0.3206,-1.3435
2391742066,0.02930,-1.00793,-0.09888,-7.9695,-4.0153,-1.3206,0.68579,-0.79700,0.10901,-4.2137,-0.0534,-1.3130
2391743066,0.02954,-1.00171,-0.08252,-7.9618,-4.1374,-1.2824,0.68530,-0.79590,0.10815,-3.9847,0.2061,-1.2977
2391744064,0.01953,-1.00452,-0.08838,-7.7023,-4.3435,-1.1527,0.68384,-0.79529,0.10730,-3.7634,0.4733,-1.2901
2391745064,0.01501,-1.00684,-0.10840,-7.6870,-4.3282,-1.0153,0.68372,-0.79443,0.10657,-3.5344,0.7176,-1.2977
2391746064,0.00769,-0.99963,-0.11682,-7.9008,-4.2061,-0.8931,0.68286,-0.79272,0.10657,-3.3053,0.9237,-1.2748
2391747067,0.00256,-0.98804,-0.13794,-7.8321,-4.2366,-0.8397,0.68042,-0.79089,0.10632,-3.1221,1.1145,-1.2595
2391748067,0.00537,-0.98608,-0.15588,-7.4122,-4.1298,-0.8626,0.67773,-0.78870,0.10645,-2.9847,1.3206,-1.2290
2391749066,0.01001,-0.99561,-0.12988,-7.1679,-3.8244,-0.8550,0.67603,-0.78699,0.10681,-2.8626,1.5038,-1.1908
2391750066,0.01990,-1.00464,-0.10535,-7.4046,-3.8244,-0.8855,0.67517,-0.78589,0.10657,-2.7557,1.6489,-1.1527
2391751066,0.01904,-1.00012,-0.11194,-7.7405,-4.0229,-0.9924,0.67383,-0.78479,0.10608,-2.6565,1.8015,-1.1298
2391752066,0.01196,-0.99341,-0.11938,-7.7557,-3.8626,-1.1298,0.67261,-0.78333,0.10632,-2.5802,1.9618,-1.0916
2391753066,0.00879,-0.99353,-0.12451,-7.4656,-3.5420,-1.2214,0.67188,-0.78247,0.10754,-2.5344,2.1069,-1.0611
2391754066,0.00085,-0.98267,-0.13745,-7.5191,-3.3511,-1.1603,0.67041,-0.78198,0.10718,-2.4962,2.2214,-1.0458
2391755066,0.00183,-0.96973,-0.12244,-8.0916,-3.0229,-0.7939,0.66858,-0.78064,0.10632,-2.4809,2.3053,-1.0229
2391756066,0.02307,-0.99048,-0.07935,-8.6489,-2.7557,-0.1832,0.66736,-0.77893,0.10669,-2.4962,2.3588,-0.9924
2391757064,0.04004,-1.03418,-0.06458,-8.6947,-3.0382,0.2061,0.66626,-0.77759,0.10693,-2.5038,2.3588,-0.9695
2391758068,0.03906,-1.04602,-0.08020,-8.3969,-3.4733,-0.0687,0.66516,-0.77673,0.10657,-2.5115,2.3130,-0.9771
2391759066,0.02966,-1.01550,-0.09045,-8.0229,-3.7023,-0.5649,0.66418,-0.77551,0.10632,-2.5267,2.2519,-0.9924
2391760064,0.02368,-0.99438,-0.09399,-7.7863,-3.9084,-0.6260,0.66260,-0.77441,0.10669,-2.5420,2.2061,-1.0000
2391761064,0.01917,-1.00012,-0.10413,-7.7252,-4.3053,-0.4198,0.66211,-0.77380,0.10718,-2.5420,2.1679,-1.0000
2391762064,0.02002,-1.02295,-0.09912,-7.5954,-4.4046,-0.4198,0.66235,-0.77356,0.10730,-2.5420,2.0916,-0.9924
2391763064,0.02686,-1.04688,-0.08569,-7.3817,-4.3893,-0.7176,0.66223,-0.77466,0.10596,-2.5344,2.0076,-0.9618
2391764062,0.02112,-1.04968,-0.09558,-7.2901,-4.4275,-1.1756,0.66089,-0.77551,0.10547,-2.5038,1.9695,-0.9313
2391765067,0.00732,-1.02905,-0.12671,-7.3664,-4.4351,-1.5420,0.65906,-0.77576,0.10706,-2.4580,1.8931,-0.9084
2391766067,-0.00122,-1.00928,-0.13379,-7.6107,-4.0153,-1.5038,0.65723,-0.77600,0.10852,-2.4046,1.7939,-0.9008
2391767066,-0.00195,-1.01099,-0.12329,-7.9008,-3.7099,-1.1527,0.65625,-0.77563,0.10815,-2.3359,1.6565,-0.9237
2391768066,0.00720,-1.01990,-0.12817,-8.1527,-3.6260,-0.8550,0.65662,-0.77490,0.10596,-2.2519,1.4962,-0.9389
2391769066,0.02002,-1.02722,-0.11731,-8.0992,-3.4809,-0.7557,0.65735,-0.77490,0.10437,-2.1832,1.3359,-0.9237
2391770066,0.03113,-1.02783,-0.09631,-7.9313,-3.3664,-0.8779,0.65759,-0.77502,0.10364,-2.1527,1.1603,-0.8626
2391771064,0.02551,-1.01501,-0.10632,-7.7939,-3.7481,-1.0382,0.65735,-0.77490,0.10522,-2.1679,0.9695,-0.8092
2391772068,0.01379,-0.99670,-0.12073,-7.9389,-3.9466,-1.0229,0.65723,-0.77502,0.10730,-2.1603,0.8092,-0.7710
2391773067,0.01587,-0.99365,-0.11475,-8.1679,-3.9695,-0.8015,0.65723,-0.77527,0.10828,-2.1221,0.6641,-0.7786
2391774066,0.01355,-0.99963,-0.10608,-8.1985,-3.9924,-0.7557,0.65698,-0.77454,0.10925,-2.1145,0.5038,-0.7939
2391775066,0.01184,-1.01086,-0.12048,-7.7939,-4.1298,-0.9160,0.65686,-0.77344,0.11072,-2.1298,0.3206,-0.7939
2391776066,0.01343,-1.01697,-0.11792,-7.4885,-3.9008,-1.2595,0.65771,-0.77258,0.11169,-2.1679,0.1374,-0.7710
2391777066,0.01331,-1.00574,-0.09351,-7.6183,-3.7634,-1.4656,0.65857,-0.77209,0.11182,-2.2290,-0.0458,-0.7481
2391778066,0.01343,-0.99084,-0.10034,-7.9389,-3.8779,-1.4427,0.65833,-0.77185,0.11206,-2.2901,-0.2214,-0.7176
2391779066,0.00793,-0.99390,-0.12390,-7.8168,-4.0076,-1.2519,0.65808,-0.77161,0.11255,-2.3740,-0.3740,-0.7023
2391780066,0.00854,-0.99805,-0.12671,-7.6794,-3.7328,-1.2290,0.65869,-0.77100,0.11206,-2.4656,-0.5344,-0.7176
2391781067,0.01477,-0.98755,-0.11328,-7.7176,-3.6031,-1.1298,0.65967,-0.77063,0.11194,-2.5267,-0.7405,-0.7176
2391782066,0.01221,-0.97876,-0.11206,-7.9084,-3.7405,-0.8702,0.66028,-0.77124,0.11328,-2.5802,-0.9618,-0.7099
2391783066,0.01221,-0.98340,-0.12097,-7.8855,-3.9237,-0.5191,0.66113,-0.77258,0.11597,-2.6412,-1.1832,-0.7099
2391784064,0.01721,-0.99963,-0.12634,-7.8473,-3.9466,-0.2977,0.66272,-0.77405,0.11829,-2.7023,-1.3664,-0.7023
2391785067,0.02478,-1.02478,-0.12610,-7.9847,-3.9466,-0.0916,0.66333,-0.77539,0.11829,-2.7557,-1.5649,-0.7252
2391786067,0.03113,-1.04272,-0.12732,-8.1603,-3.9466,-0.1985,0.66345,-0.77661,0.11682,-2.8092,-1.7786,-0.7481
2391787066,0.02588,-1.02979,-0.12769,-7.9924,-3.8855,-0.6794,0.66370,-0.77698,0.11475,-2.8397,-1.9771,-0.7710
2391788064,0.01514,-0.99500,-0.12146,-7.8321,-3.7328,-1.1450,0.66431,-0.77734,0.11365,-2.8397,-2.1756,-0.7710
2391789063,0.00818,-0.97742,-0.11694,-7.8397,-3.7328,-1.1145,0.66504,-0.77881,0.11365,-2.8397,-2.3435,-0.7863
2391790068,0.00842,-0.99915,-0.12537,-7.7939,-3.7786,-0.8473,0.66675,-0.78101,0.11255,-2.7863,-2.6107,-0.8321
2391791067,0.01660,-1.03723,-0.13025,-7.4504,-3.5954,-0.8321,0.66846,-0.78284,0.11182,-2.7634,-2.7328,-0.8626
2391792066,0.02063,-1.04907,-0.11829,-7.1908,-3.2519,-1.1756,0.66956,-0.78467,0.11145,-2.7099,-2.8397,-0.8931
2391793066,0.01672,-1.02246,-0.10718,-7.3511,-3.1145,-1.4504,0.67029,-0.78577,0.11206,-2.6336,-2.9313,-0.9160
2391794066,0.01465,-1.00159,-0.11023,-7.8473,-3.1527,-1.2061,0.67126,-0.78650,0.11230,-2.5420,-3.0000,-0.9542
2391795064,0.01025,-1.00256,-0.10706,-8.2748,-3.1527,-0.7176,0.67188,-0.78699,0.11230,-2.4046,-3.0458,-0.9695
2391796068,0.01343,-1.01843,-0.10132,-8.3588,-3.1756,-0.4198,0.67224,-0.78687,0.11316,-2.2672,-3.0916,-0.9847
2391797067,0.01978,-1.03809,-0.10364,-8.3206,-3.2977,-0.4046,0.67249,-0.78613,0.11401,-2.1450,-3.1374,-1.0153
2391798067,0.01978,-1.05359,-0.09998,-8.1298,-3.4122,-0.5802,0.67285,-0.78564,0.11353,-2.0229,-3.1756,-1.0458
2391799066,0.02649,-1.05310,-0.09692,-7.9466,-3.5191,-0.9618,0.67407,-0.78613,0.11194,-1.9160,-3.1756,-1.0916
2391800067,0.02600,-1.03467,-0.09106,-7.8931,-3.6641,-1.3359,0.67554,-0.78674,0.11096,-1.8015,-3.1527,-1.0992
2391801066,0.01135,-0.95557,-0.09912,-8.1527,-3.8702,-1.8473,0.67639,-0.78650,0.10999,-1.6794,-3.1527,-1.0992
2391802066,0.00549,-0.93506,-0.09143,-7.8244,-3.6870,-1.7481,0.67749,-0.78613,0.10840,-1.5725,-3.1603,-1.0840
2391803064,0.01221,-0.96533,-0.09705,-7.2901,-3.6336,-1.3511,0.67957,-0.78613,0.10791,-1.4580,-3.1221,-1.0840
2391804064,0.01526,-1.01257,-0.11719,-6.9313,-3.6260,-1.1527,0.68066,-0.78625,0.10962,-1.3588,-3.0534,-1.0534
2391805067,0.01477,-1.02576,-0.12170,-7.0992,-3.4885,-1.2519,0.68066,-0.78662,0.11023,-1.2748,-2.9695,-1.0305
2391806067,0.01807,-1.01099,-0.11462,-7.6031,-3.3664,-1.1985,0.68115,-0.78699,0.10913,-1.1832,-2.9008,-1.0076
2391807066,0.01733,-0.99463,-0.11194,-8.0687,-3.4885,-0.8550,0.68152,-0.78650,0.10876,-1.1145,-2.8244,-0.9847
2391808064,0.01721,-1.00037,-0.12390,-8.1069,-3.6718,-0.4427,0.68140,-0.78601,0.10913,-1.0534,-2.7328,-0.9771
2391809068,0.01709,-1.01453,-0.11938,-8.0763,-3.6336,-0.2901,0.68140,-0.78552,0.10925,-0.9924,-2.6641,-0.9618
2391810067,0.01965,-1.01538,-0.11902,-8.3588,-3.6794,-0.3817,0.68091,-0.78479,0.10815,-0.9466,-2.6336,-0.9618
2391811067,0.02234,-1.00403,-0.12317,-8.6336,-3.7023,-0.6183,0.67944,-0.78418,0.10779,-0.9313,-2.6107,-0.9313
2391812066,0.02283,-0.99634,-0.11719,-8.3435,-3.6031,-0.9084,0.67883,-0.78381,0.10779,-0.9466,-2.5420,-0.9008
2391813066,0.02490,-0.99512,-0.10876,-7.8168,-3.4198,-1.2748,0.67859,-0.78357,0.10718,-0.9542,-2.4504,-0.8779
2391814066,0.01965,-0.99597,-0.10608,-7.6031,-3.4809,-1.5191,0.67822,-0.78333,0.10730,-0.9542,-2.3511,-0.8779
2391815066,0.01367,-0.98438,-0.11548,-7.8473,-3.5344,-1.6412,0.67786,-0.78259,0.10840,-0.9695,-2.2672,-0.8779
2391816066,0.00940,-0.96143,-0.12000,-7.9008,-3.5267,-1.6412,0.67664,-0.78174,0.10901,-1.0000,-2.1908,-0.8702
2391817066,0.01160,-0.95813,-0.10938,-7.4733,-3.3511,-1.4427,0.67627,-0.78040,0.10876,-1.0229,-2.1450,-0.8779
2391818066,0.01990,-0.98694,-0.10107,-6.9542,-3.3740,-1.0305,0.67688,-0.77881,0.10828,-1.0611,-2.0992,-0.8702
2391819066,0.02429,-1.01965,-0.10400,-6.9847,-3.4962,-0.7328,0.67737,-0.77747,0.10767,-1.1298,-2.0458,-0.8855
2391820064,0.02600,-1.02795,-0.11487,-7.5344,-3.7023,-0.5649,0.67676,-0.77686,0.10657,-1.2061,-1.9847,-0.9084
2391821064,0.01965,-1.01501,-0.12231,-8.1527,-3.7634,-0.4733,0.67615,-0.77698,0.10608,-1.2519,-1.9237,-0.9389
2391822068,0.01074,-0.98743,-0.12134,-8.4427,-3.8092,-0.4504,0.67615,-0.77710,0.10669,-1.3053,-1.8855,-0.9695
2391823067,0.00537,-0.97046,-0.11877,-8.3588,-3.7328,-0.4580,0.67627,-0.77698,0.10645,-1.3511,-1.8626,-1.0153
2391824067,0.00208,-0.97046,-0.11218,-8.2824,-3.6794,-0.3893,0.67529,-0.77686,0.10461,-1.3893,-1.8244,-1.0611
2391825066,0.00745,-0.97742,-0.10535,-8.5115,-3.4809,-0.3435,0.67322,-0.77625,0.10120,-1.4275,-1.7863,-1.0992
2391826066,0.02429,-0.99487,-0.08313,-8.6718,-3.1603,-0.3053,0.67188,-0.77454,0.09753,-1.4656,-1.7328,-1.1527
2391827066,0.04028,-1.03052,-0.05920,-8.2901,-2.9237,-0.3206,0.67102,-0.77332,0.09619,-1.4885,-1.6489,-1.2137
2391828066,0.04480,-1.05835,-0.06433,-7.5649,-3.0840,-0.6336,0.66943,-0.77344,0.09717,-1.5038,-1.6031,-1.2672
2391829066,0.03748,-1.05579,-0.09668,-7.1450,-3.4275,-1.0229,0.66797,-0.77441,0.09790,-1.5344,-1.5802,-1.3130
2391830066,0.02991,-1.03235,-0.11292,-7.3969,-3.6336,-1.1069,0.66736,-0.77454,0.09802,-1.5649,-1.5573,-1.3359
2391831063,0.02759,-1.00476,-0.09424,-7.9084,-3.7099,-0.9237,0.66711,-0.77344,0.09839,-1.5878,-1.5496,-1.3282
2391832068,0.03162,-1.00488,-0.07068,-7.9466,-4.0076,-0.6641,0.66626,-0.77356,0.09814,-1.6031,-1.5115,-1.3282
2391833067,0.03577,-1.04272,-0.07922,-7.5496,-4.4885,-0.4962,0.66528,-0.77405,0.09766,-1.6260,-1.4809,-1.3206
2391834066,0.02917,-1.07019,-0.10120,-7.4122,-4.7710,-0.7863,0.66455,-0.77332,0.09729,-1.6565,-1.4885,-1.3282
2391835066,0.01953,-1.05103,-0.12036,-7.7939,-4.7710,-1.3206,0.66370,-0.77246,0.09741,-1.6794,-1.5267,-1.3359
2391836066,0.00537,-1.01147,-0.13196,-8.2595,-4.6107,-1.5954,0.66309,-0.77136,0.09863,-1.7023,-1.5115,-1.3435
2391837066,-0.00269,-0.98059,-0.13086,-8.3511,-4.2824,-1.6336,0.66284,-0.77075,0.10071,-1.7176,-1.4580,-1.3282
2391838063,-0.00146,-0.96289,-0.12012,-8.0687,-3.9313,-1.6489,0.66260,-0.77014,0.10352,-1.7328,-1.4198,-1.3206
2391839068,0.00183,-0.96326,-0.10229,-7.7481,-3.6107,-1.5115,0.66174,-0.76941,0.10535,-1.7481,-1.4046,-1.3130
2391840067,0.01282,-0.98181,-0.10522,-7.6031,-3.5267,-1.2443,0.66199,-0.76868,0.10596,-1.7557,-1.3817,-1.2824
2391841067,0.01550,-0.99158,-0.11340,-7.4580,-3.4656,-1.1450,0.66382,-0.76794,0.10620,-1.7557,-1.3511,-1.2290
2391842066,0.01501,-0.99414,-0.12170,-7.2443,-3.4962,-1.0153,0.66528,-0.76770,0.10645,-1.7863,-1.3206,-1.1450
2391843066,0.01611,-1.01062,-0.13867,-7.1985,-3.6412,-0.6336,0.66565,-0.76733,0.10608,-1.8473,-1.3053,-1.0687
2391844066,0.01074,-1.01941,-0.13586,-7.5954,-3.7099,-0.3053,0.66516,-0.76575,0.10449,-1.9160,-1.3130,-1.0305
2391845066,0.02197,-1.01270,-0.10925,-8.1832,-3.6260,-0.1298,0.66431,-0.76343,0.10339,-1.9695,-1.3206,-1.0076
2391846066,0.02869,-1.00879,-0.09509,-8.5115,-3.8702,-0.0687,0.66431,-0.76184,0.10400,-2.0076,-1.2977,-0.9618
2391847064,0.02332,-1.01343,-0.10986,-8.3664,-4.1450,-0.2214,0.66528,-0.76147,0.10498,-2.0534,-1.2748,-0.8779
2391848068,0.02258,-1.01086,-0.12329,-8.0916,-4.0458,-0.6336,0.66602,-0.76135,0.10547,-2.1145,-1.2672,-0.8015
2391849067,0.02429,-1.01001,-0.09912,-8.0076,-3.6412,-0.8855,0.66675,-0.76147,0.10522,-2.2137,-1.2595,-0.7252
2391850066,0.02722,-1.01746,-0.09448,-8.1908,-3.7328,-1.0000,0.66785,-0.76184,0.10522,-2.3053,-1.2443,-0.6412
2391851064,0.02063,-1.02100,-0.11597,-7.9466,-3.8397,-1.2443,0.66907,-0.76233,0.10596,-2.3740,-1.2290,-0.5420
2391852068,0.01099,-1.00647,-0.12598,-7.3817,-3.7405,-1.6565,0.67041,-0.76282,0.10620,-2.4504,-1.2137,-0.4733
2391853067,0.00903,-0.98889,-0.12402,-6.9466,-3.4733,-1.7405,0.67114,-0.76367,0.10669,-2.5573,-1.2061,-0.4351
2391854067,0.00903,-0.98657,-0.13037,-7.0763,-3.5420,-1.3664,0.67175,-0.76453,0.10779,-2.6718,-1.1985,-0.4122
2391855066,0.01404,-0.99072,-0.12268,-7.4962,-3.3588,-0.9084,0.67249,-0.76624,0.10950,-2.7634,-1.1832,-0.3740
2391856066,0.02197,-0.99744,-0.08838,-7.7099,-3.2214,-0.6489,0.67310,-0.76807,0.11072,-2.8244,-1.1298,-0.3282
2391857066,0.01611,-1.00598,-0.09705,-7.7863,-3.5267,-0.4580,0.67310,-0.76978,0.11133,-2.8779,-1.0534,-0.2595
2391858066,0.00989,-1.01636,-0.12256,-8.0687,-3.8015,-0.2824,0.67273,-0.77197,0.11133,-2.9313,-1.0153,-0.2137
2391859066,0.00891,-1.01990,-0.11926,-8.3817,-3.6794,-0.2824,0.67285,-0.77441,0.11011,-2.9771,-0.9924,-0.1832
2391860066,0.01575,-1.02295,-0.09448,-8.3817,-3.6031,-0.3969,0.67358,-0.77637,0.10876,-3.0000,-0.9466,-0.1756
2391861063,0.02173,-1.03101,-0.10449,-8.3282,-3.9771,-0.5344,0.67432,-0.77844,0.10852,-2.9924,-0.8550,-0.1679
2391862068,0.01575,-1.02295,-0.10974,-8.3206,-4.0992,-0.8855,0.67432,-0.78027,0.10815,-2.9466,-0.7405,-0.1603
2391863067,0.01733,-0.99243,-0.09595,-8.2901,-3.8626,-1.3359,0.67371,-0.78259,0.10693,-2.8855,-0.6336,-0.1756
2391864067,0.01697,-0.96460,-0.08936,-8.0687,-3.6641,-1.4733,0.67419,-0.78577,0.10596,-2.8168,-0.5267,-0.2137
2391865066,0.00903,-0.96570,-0.10327,-7.7252,-3.7557,-1.2672,0.67529,-0.78809,0.10632,-2.7176,-0.3588,-0.2595
2391866066,0.01404,-0.99268,-0.12048,-7.3511,-3.6260,-1.0305,0.67578,-0.78992,0.10730,-2.5725,-0.1679,-0.2824
2391867063,0.02161,-1.01978,-0.09973,-7.1985,-3.4122,-0.9237,0.67578,-0.79077,0.10791,-2.3893,0.0000,-0.3206
2391868067,0.02722,-1.03650,-0.09668,-7.2824,-3.6794,-0.8321,0.67578,-0.79077,0.10828,-2.1756,0.1527,-0.3511
2391869067,0.02686,-1.03943,-0.11145,-7.3817,-4.0916,-0.8244,0.67603,-0.79089,0.10876,-1.9542,0.3053,-0.3893
2391870066,0.02148,-1.02869,-0.12268,-7.3893,-4.3359,-0.8855,0.67468,-0.79163,0.10815,-1.7405,0.4733,-0.4275
2391871067,0.00977,-1.00195,-0.12280,-7.6870,-4.3664,-0.9771,0.67273,-0.79297,0.10876,-1.5725,0.6412,-0.4427
2391872067,-0.00024,-0.97290,-0.12280,-8.2214,-4.3130,-0.8626,0.67212,-0.79407,0.11035,-1.4198,0.7939,-0.4656
2391873067,0.00366,-0.96558,-0.11633,-8.5878,-4.0000,-0.6260,0.67236,-0.79431,0.11133,-1.2443,0.9389,-0.4885
2391874066,0.01282,-0.98926,-0.09534,-8.4275,-3.6260,-0.4580,0.67212,-0.79358,0.11316,-1.0382,1.0763,-0.4962
2391875066,0.01794,-1.02271,-0.10291,-8.1603,-3.5573,-0.5115,0.67163,-0.79321,0.11377,-0.8550,1.2061,-0.4656
2391876066,0.01758,-1.03528,-0.11865,-8.0534,-3.4809,-0.7099,0.67175,-0.79321,0.11316,-0.6870,1.3435,-0.4504
2391877064,0.02051,-1.02087,-0.11597,-8.0916,-3.3282,-0.9313,0.67175,-0.79309,0.11304,-0.5344,1.4733,-0.4427
2391878064,0.02563,-1.00134,-0.10107,-7.8244,-3.2977,-1.0000,0.67114,-0.79272,0.11365,-0.3817,1.5802,-0.4351
2391879068,0.02673,-0.99304,-0.08752,-7.3359,-3.5191,-0.9771,0.67102,-0.79163,0.11340,-0.2519,1.6870,-0.4198
2391880067,0.02734,-0.99939,-0.08765,-7.0000,-3.8550,-0.9389,0.67126,-0.79028,0.11279,-0.1527,1.7786,-0.4122
2391881066,0.02161,-1.00903,-0.10156,-7.1908,-4.1679,-0.9466,0.67163,-0.78931,0.11304,-0.0687,1.8702,-0.3969
2391882066,0.01208,-1.01196,-0.11060,-7.6412,-4.2290,-0.9771,0.67224,-0.78845,0.11267,0.0076,1.9771,-0.3588
2391883066,0.00745,-1.00891,-0.11243,-7.9466,-4.1527,-1.0305,0.67273,-0.78735,0.11145,0.0611,2.0840,-0.3359
2391884064,0.00500,-1.01331,-0.10815,-7.9618,-3.9847,-0.9771,0.67261,-0.78650,0.11060,0.0916,2.1603,-0.3282
2391885062,0.00769,-1.03076,-0.10840,-7.9313,-3.9237,-0.8702,0.67261,-0.78674,0.11023,0.1298,2.2137,-0.3359
2391886065,0.00928,-1.02466,-0.11218,-8.0992,-3.8397,-0.9847,0.67261,-0.78784,0.11194,0.1679,2.2824,-0.3435
2391887063,0.01245,-0.99231,-0.10083,-8.3740,-3.6565,-1.1374,0.67200,-0.78918,0.11426,0.2061,2.3282,-0.3359
2391888067,0.01978,-0.97009,-0.08203,-8.2977,-3.5115,-1.0305,0.67114,-0.79028,0.11621,0.3359,2.4504,-0.3206
2391889067,0.02246,-0.97424,-0.07581,-7.7786,-3.6489,-0.8473,0.67151,-0.79236,0.11548,0.4046,2.5115,-0.3130
2391890066,0.02356,-0.99109,-0.09473,-7.2595,-3.9237,-0.7634,0.67200,-0.79443,0.11450,0.4962,2.5573,-0.2977
2391891066,0.02307,-1.00928,-0.10583,-7.2061,-4.0611,-0.6794,0.67358,-0.79590,0.11450,0.6489,2.6336,-0.2748
2391892064,0.02234,-1.02161,-0.10535,-7.4962,-4.1679,-0.5878,0.67627,-0.79736,0.11560,0.8473,2.7634,-0.2595
2391893062,0.02124,-1.02490,-0.11475,-7.6641,-4.3664,-0.6107,0.67798,-0.79834,0.11694,1.0382,2.9389,-0.2443
2391894065,0.01892,-1.02783,-0.12122,-7.6183,-4.4580,-0.6870,0.67810,-0.79944,0.11646,1.2443,3.1527,-0.2137
2391895063,0.01709,-1.02625,-0.11609,-7.7710,-4.3969,-0.8015,0.67749,-0.80005,0.11511,1.4809,3.3817,-0.2061
2391896068,0.01624,-1.01526,-0.10974,-8.1298,-4.3206,-0.9466,0.67688,-0.79871,0.11414,1.7710,3.6031,-0.1908
2391897067,0.01343,-1.00342,-0.11877,-8.2901,-4.2748,-1.0992,0.67517,-0.79749,0.11487,2.0992,3.8321,-0.1527
2391898066,0.00964,-0.99634,-0.12061,-8.0000,-3.9160,-1.3053,0.67297,-0.79736,0.11536,2.3969,4.0916,-0.0763
2391899063,0.01013,-0.99622,-0.11658,-7.5802,-3.6794,-1.4427,0.67200,-0.79626,0.11475,2.6794,4.3817,0.0076
2391900068,0.01208,-1.00024,-0.11890,-7.4427,-3.6107,-1.3588,0.67053,-0.79382,0.11438,2.9466,4.6641,0.1145
2391901067,0.01550,-1.01160,-0.12317,-7.5191,-3.6183,-1.1069,0.66748,-0.79175,0.11353,3.1756,4.9008,0.2290
2391902066,0.02014,-1.02551,-0.11475,-7.6107,-3.5115,-0.9160,0.66467,-0.78943,0.11182,3.3206,5.0840,0.3511
2391903066,0.02185,-1.02368,-0.10376,-7.8015,-3.5878,-0.7863,0.66187,-0.78613,0.10925,3.4046,5.2061,0.4962
2391904066,0.01636,-1.00989,-0.10754,-7.9847,-3.8321,-0.6794,0.65735,-0.78247,0.10693,3.4351,5.2748,0.6718
2391905064,0.00940,-1.00171,-0.12061,-7.9695,-4.0534,-0.6183,0.65234,-0.77820,0.10510,3.3969,5.2901,0.8626
2391906064,0.00830,-1.00269,-0.12183,-7.8931,-3.9695,-0.6107,0.64697,-0.77319,0.10315,3.2290,5.2366,1.0763
