t_us,m1_ax_g,m1_ay_g,m1_az_g,m1_gx_dps,m1_gy_dps,m1_gz_dps,m2_ax_g,m2_ay_g,m2_az_g,m2_gx_dps,m2_gy_dps,m2_gz_dps
617633068,-2.00000,-0.34558,-0.45959,-250.1374,250.1298,250.1298,0.05334,-0.18689,-1.35083,-250.1374,-250.1374,-4.6794
617634068,-1.46143,0.69983,-0.03503,-250.1374,250.1298,250.1298,0.07397,-0.20642,-1.39551,-250.1374,-250.1374,-13.3664
617635068,0.87573,-0.76270,1.99994,-250.1374,250.1298,250.1298,0.09827,-0.22864,-1.43774,-250.1374,-250.1374,-22.2214
617636067,1.45947,-2.00000,1.99994,-250.1374,250.1298,250.1298,0.12476,-0.24841,-1.48083,-250.1374,-250.1374,-31.3435
617637067,1.99994,-2.00000,1.99994,-250.1374,250.1298,250.1298,0.15271,-0.26587,-1.52393,-250.1374,-250.1374,-40.7023
617638067,1.99994,-2.00000,1.99994,-250.1374,250.1298,250.1298,0.18213,-0.28101,-1.56714,-250.1374,-250.1374,-50.3817
617639067,1.99994,-2.00000,1.99994,-250.1374,103.1298,250.1298,0.21326,-0.29846,-1.61340,-250.1374,-250.1374,-60.3206
617640067,1.18616,-2.00000,1.99994,-250.1374,29.5496,250.1298,0.24805,-0.33447,-1.65955,-250.1374,-250.1374,-71.2137
617641067,0.74402,-2.00000,1.99994,-250.1374,53.4885,250.1298,0.27930,-0.35657,-1.69666,-250.1374,-250.1374,-84.6565
617642067,1.99994,-2.00000,1.99994,-250.1374,96.8015,223.2290,0.30884,-0.34534,-1.73328,-250.1374,-250.1374,-98.5954
617643067,0.46204,-2.00000,1.99994,-250.1374,59.7939,190.1145,0.34277,-0.34106,-1.77783,-250.1374,-250.1374,-110.1145
617644068,-1.87231,1.16931,-0.12207,-250.1374,17.2672,204.8473,0.37561,-0.34717,-1.81775,-250.1374,-250.1374,-119.6870
617645068,0.37695,1.80737,1.24963,-250.1374,56.4122,250.1298,0.40576,-0.36023,-1.84851,-250.1374,-250.1374,-128.2290
617646067,1.65344,0.57239,1.99994,-250.1374,43.0763,250.1298,0.43896,-0.37976,-1.88879,-250.1374,-250.1374,-136.6031
617647067,-0.11047,0.08643,1.40454,-250.1374,-9.6031,250.1298,0.47534,-0.40320,-1.93689,-250.1374,-250.1374,-144.8321
617648067,0.07288,-0.77209,1.99994,-250.1374,5.1221,250.1298,0.51184,-0.43787,-1.98120,-250.1374,-250.1374,-152.8626
617649068,1.07751,-2.00000,1.99994,-250.1374,-6.0534,250.1298,0.55115,-0.47583,-2.00000,-250.1374,-250.1374,-160.9160
