t_us,m1_ax_g,m1_ay_g,m1_az_g,m1_gx_dps,m1_gy_dps,m1_gz_dps,m2_ax_g,m2_ay_g,m2_az_g,m2_gx_dps,m2_gy_dps,m2_gz_dps
1751188066,0.00000,-1.03601,-0.14893,-8.1374,-2.5573,0.5420,0.65527,-0.81348,0.07898,-2.4962,-0.1985,1.0076
1751189066,0.00610,-1.05981,-0.14551,-8.1145,-2.6260,0.3817,0.65454,-0.81274,0.07776,-2.5038,-0.1908,1.0611
1751190066,0.01013,-1.05005,-0.14587,-8.0305,-2.5725,-0.1527,0.65479,-0.81165,0.07642,-2.5115,-0.1908,1.1298
1751191066,0.01709,-1.02808,-0.12024,-7.8702,-2.2672,-0.5802,0.65466,-0.81055,0.07556,-2.5267,-0.1679,1.1908
1751192064,0.01782,-1.02991,-0.09387,-8.0153,-2.4427,-0.5115,0.65430,-0.80957,0.07532,-2.5573,-0.1450,1.2519
1751193067,0.01819,-1.04688,-0.12109,-8.5344,-3.0534,-0.2748,0.65405,-0.80823,0.07544,-2.5802,-0.1298,1.2901
1751194067,0.01355,-1.05151,-0.14465,-8.8779,-3.2977,-0.2824,0.65405,-0.80786,0.07507,-2.6107,-0.1374,1.3664
1751195067,0.01270,-1.03088,-0.11804,-8.9008,-3.0305,-0.5649,0.65405,-0.80847,0.07361,-2.6641,-0.1603,1.4198
1751196066,0.02087,-1.00403,-0.08093,-8.5878,-2.9847,-0.6412,0.65381,-0.80859,0.07251,-2.7328,-0.1450,1.4809
1751197066,0.02026,-1.00330,-0.08850,-8.1221,-3.5038,-0.3664,0.65332,-0.80835,0.07202,-2.8168,-0.1527,1.5420
1751198066,0.01953,-1.04041,-0.11328,-7.8702,-3.8321,0.0382,0.65198,-0.80896,0.07178,-2.9008,-0.2061,1.5573
1751199066,0.02344,-1.06494,-0.12024,-8.1908,-3.8931,0.0840,0.64978,-0.80847,0.07117,-3.0916,-0.2748,1.5267
1751200066,0.01147,-1.05383,-0.13440,-8.5267,-4.0992,-0.1985,0.64941,-0.80737,0.07129,-3.1679,-0.3053,1.5420
1751201066,-0.00073,-1.03577,-0.16711,-8.3359,-4.2901,-0.5115,0.64844,-0.80652,0.07141,-3.2366,-0.2977,1.5420
1751202067,-0.00415,-1.02625,-0.18542,-7.7634,-4.1756,-0.7405,0.64758,-0.80627,0.06970,-3.3130,-0.2824,1.5267
1751203066,-0.00598,-1.01746,-0.16797,-7.6107,-3.8244,-0.9542,0.64685,-0.80713,0.06689,-3.3740,-0.3130,1.4885
1751204066,0.00134,-1.00684,-0.15479,-8.1069,-3.6489,-0.9847,0.64685,-0.80823,0.06543,-3.4351,-0.3893,1.4580
1751205064,0.00708,-1.01392,-0.14209,-8.4427,-3.3893,-0.9160,0.64746,-0.80933,0.06519,-3.5038,-0.4351,1.3893
1751206067,0.00696,-1.02759,-0.13904,-8.2519,-3.2137,-1.0763,0.64783,-0.81042,0.06531,-3.5573,-0.4580,1.2977
1751207067,-0.00012,-1.03003,-0.16345,-7.9237,-3.1069,-1.2901,0.64807,-0.81128,0.06543,-3.6107,-0.4733,1.2137
1751208066,-0.01074,-1.02161,-0.18188,-8.0458,-2.9695,-1.2595,0.64758,-0.81140,0.06482,-3.6718,-0.5038,1.1221
1751209066,-0.00342,-1.00293,-0.16663,-8.3969,-2.7023,-1.0916,0.64612,-0.81140,0.06470,-3.7176,-0.5496,0.9771
1751210067,0.00781,-0.98438,-0.13855,-8.3969,-2.7786,-0.9466,0.64526,-0.81226,0.06580,-3.7634,-0.5954,0.8015
1751211067,0.01575,-0.99158,-0.13611,-8.0916,-3.1221,-0.6565,0.64539,-0.81445,0.06616,-3.8015,-0.6183,0.6489
1751212066,0.01721,-1.01965,-0.14685,-8.2137,-3.4733,-0.4122,0.64563,-0.81714,0.06616,-3.8092,-0.6336,0.4733
1751213064,0.01123,-1.01404,-0.14294,-8.7481,-3.4809,-0.5649,0.64636,-0.81824,0.06714,-3.7710,-0.6489,0.3282
1751214068,0.00317,-0.96826,-0.14270,-8.9466,-3.4275,-0.8855,0.64758,-0.81836,0.06726,-3.6794,-0.6565,0.1603
1751215067,-0.00696,-0.94458,-0.14087,-8.3511,-3.2672,-0.8473,0.64771,-0.81946,0.06750,-3.5878,-0.6489,-0.0458
1751216067,-0.00488,-0.97473,-0.13586,-7.6794,-3.1985,-0.4580,0.64661,-0.82153,0.06909,-3.4962,-0.6336,-0.2748
