t_us,m1_ax_g,m1_ay_g,m1_az_g,m1_gx_dps,m1_gy_dps,m1_gz_dps,m2_ax_g,m2_ay_g,m2_az_g,m2_gx_dps,m2_gy_dps,m2_gz_dps
3180461067,0.10181,-0.99854,-0.11243,-7.9389,-3.2214,-0.8168,0.56628,-0.87036,-0.00708,-6.0687,3.6412,-3.9466
3180462067,0.10449,-0.98303,-0.10608,-7.9084,-3.0763,-0.9084,0.56604,-0.87036,-0.00537,-6.2443,3.4427,-4.0305
3180463066,0.10986,-0.97754,-0.08752,-8.0000,-3.0229,-0.8168,0.56592,-0.87048,-0.00415,-6.4351,3.2443,-4.0916
3180464066,0.11853,-0.99548,-0.07288,-7.8092,-3.1908,-0.6870,0.56665,-0.87024,-0.00293,-6.6336,3.0763,-4.1069
3180465063,0.12012,-1.03210,-0.08203,-7.3511,-3.6183,-0.7099,0.56860,-0.87073,-0.00085,-6.8473,2.9542,-4.0840
3180466068,0.11768,-1.05542,-0.10010,-7.1450,-3.8626,-0.9618,0.56958,-0.87207,0.00085,-7.0611,2.8779,-4.0534
3180467067,0.11963,-1.03784,-0.09448,-7.4275,-3.8550,-1.3282,0.56921,-0.87244,0.00098,-7.2519,2.7863,-4.0076
3180468067,0.11743,-0.99951,-0.08447,-7.8473,-3.9618,-1.3969,0.56946,-0.87170,0.00110,-7.4198,2.6718,-3.9466
3180469067,0.10571,-0.98291,-0.08948,-7.9618,-4.1756,-1.0763,0.56995,-0.87122,0.00171,-7.5878,2.5954,-3.8626
3180470066,0.10010,-0.98425,-0.10779,-7.9847,-4.2519,-0.8092,0.57007,-0.87134,0.00208,-7.7634,2.5573,-3.8092
3180471066,0.10217,-0.99011,-0.10535,-7.9847,-3.9389,-0.6947,0.56946,-0.87244,0.00171,-7.9160,2.5267,-3.7252
3180472066,0.10535,-1.00781,-0.09424,-7.9847,-3.7710,-0.5573,0.56909,-0.87439,0.00232,-8.0458,2.5115,-3.6489
3180473064,0.10669,-1.02795,-0.11487,-8.0840,-3.9542,-0.4809,0.56958,-0.87537,0.00366,-8.1450,2.4885,-3.5649
3180474064,0.10706,-1.03186,-0.12207,-8.2366,-3.8702,-0.5649,0.57056,-0.87585,0.00391,-8.2214,2.4885,-3.4885
3180475068,0.10950,-1.01086,-0.09961,-8.1450,-3.6031,-0.8244,0.57202,-0.87671,0.00342,-8.2672,2.4885,-3.4046
3180476067,0.10754,-0.98706,-0.08960,-7.5878,-3.5954,-1.0534,0.57324,-0.87805,0.00256,-8.2901,2.4885,-3.2748
3180477066,0.10400,-0.98181,-0.10339,-7.0992,-3.7023,-1.0840,0.57446,-0.87903,0.00134,-8.2443,2.4809,-3.1298
3180478066,0.10962,-0.99902,-0.10510,-6.9771,-3.5954,-0.9389,0.57507,-0.87939,0.00146,-8.1756,2.4733,-3.0153
3180479064,0.11609,-1.02576,-0.09973,-7.3053,-3.5954,-0.8550,0.57397,-0.87976,0.00220,-8.0763,2.4885,-2.9389
3180480068,0.11462,-1.03955,-0.10754,-7.7710,-3.7710,-0.9008,0.57263,-0.88147,0.00330,-7.9542,2.5115,-2.8626
3180481067,0.11267,-1.02966,-0.10706,-8.1221,-3.8321,-1.0763,0.57214,-0.88440,0.00403,-7.8473,2.5267,-2.7786
3180482067,0.11536,-0.99878,-0.09009,-8.1221,-3.7481,-1.2748,0.57178,-0.88708,0.00366,-7.7328,2.5344,-2.7099
3180483066,0.11316,-0.97095,-0.08289,-7.9389,-3.8779,-1.2443,0.57166,-0.88818,0.00269,-7.5802,2.5649,-2.6336
3180484067,0.10693,-0.96875,-0.09644,-8.0382,-4.1527,-0.8779,0.57166,-0.88806,0.00208,-7.3893,2.6183,-2.5420
3180485066,0.10767,-0.98804,-0.10425,-8.2901,-4.2061,-0.5496,0.57166,-0.88757,0.00293,-7.1832,2.6565,-2.4275
3180486066,0.10852,-1.01196,-0.10913,-8.1145,-4.1908,-0.5802,0.57153,-0.88770,0.00403,-6.9771,2.6870,-2.3053
3180487066,0.09900,-1.02515,-0.11401,-7.6260,-4.0916,-0.8702,0.57153,-0.88831,0.00293,-6.7786,2.7252,-2.1908
3180488063,0.09875,-1.02722,-0.11096,-7.4656,-3.9389,-1.0840,0.57117,-0.88904,0.00000,-6.5878,2.7481,-2.1221
3180489067,0.12305,-1.02771,-0.10999,-7.9542,-3.9237,-1.0305,0.56995,-0.88953,-0.00122,-6.4275,2.7634,-2.0382
3180490066,0.13855,-1.03076,-0.11292,-8.8550,-4.3359,-0.7786,0.56909,-0.88879,-0.00122,-6.2595,2.7939,-1.9466
3180491066,0.12634,-1.03052,-0.15405,-9.7328,-5.2824,-0.5802,0.56946,-0.88745,-0.00208,-6.0992,2.8550,-1.8244
3180492066,0.09167,-1.02637,-0.24683,-9.9160,-6.1603,-0.5878,0.57068,-0.88733,-0.00366,-5.9466,2.9008,-1.7023
3180493066,0.05896,-1.01794,-0.30627,-9.4580,-5.8931,-0.8321,0.57068,-0.88843,-0.00427,-5.7786,2.9389,-1.5725
3180494064,0.06189,-1.00378,-0.27600,-9.4656,-4.6489,-0.9466,0.56982,-0.88806,-0.00427,-5.6183,2.9466,-1.4427
3180495068,0.08289,-0.99646,-0.19727,-10.5344,-3.4580,-0.6031,0.56995,-0.88635,-0.00464,-5.4809,2.9160,-1.3053
3180496067,0.09253,-1.00781,-0.16187,-11.7328,-2.8473,-0.0763,0.57068,-0.88489,-0.00391,-5.3740,2.9160,-1.1145
3180497067,0.08398,-1.02722,-0.18994,-11.6412,-2.2290,-0.0458,0.57068,-0.88379,-0.00305,-5.2824,2.9389,-0.9313
3180498066,0.06799,-1.02954,-0.22693,-10.4275,-1.1756,-0.5878,0.56995,-0.88245,-0.00342,-5.1908,2.9771,-0.7710
3180499066,0.06592,-1.02002,-0.22998,-9.3740,-0.0305,-1.0458,0.56885,-0.88086,-0.00391,-5.1069,2.9847,-0.6107
3180500066,0.08289,-1.02087,-0.18652,-9.3664,0.5573,-1.0076,0.56848,-0.87927,-0.00500,-5.0382,2.9389,-0.4122
3180501066,0.11255,-1.03955,-0.11987,-9.9847,0.4198,-0.7328,0.56824,-0.87781,-0.00537,-4.9924,2.8855,-0.2137
3180502066,0.13660,-1.05981,-0.06494,-10.0687,-0.1985,-0.7328,0.56738,-0.87671,-0.00562,-4.9466,2.8397,-0.0305
3180503064,0.14014,-1.06140,-0.05176,-9.3511,-0.9008,-1.1756,0.56714,-0.87549,-0.00708,-4.9160,2.8321,0.1527
3180504064,0.13220,-1.04431,-0.06067,-8.7099,-1.3206,-1.6031,0.56726,-0.87378,-0.00781,-4.8855,2.8092,0.3359
3180505064,0.12964,-1.02637,-0.06885,-8.9924,-1.6336,-1.5344,0.56628,-0.87207,-0.00916,-4.8626,2.7710,0.4809
3180506067,0.12830,-1.01587,-0.06873,-9.9008,-2.0458,-1.1527,0.56433,-0.87097,-0.01099,-4.8397,2.7176,0.6260
3180507067,0.12622,-1.01599,-0.05835,-10.3664,-2.4885,-0.9084,0.56287,-0.86951,-0.01160,-4.8168,2.6565,0.7786
3180508067,0.12305,-1.02783,-0.05212,-9.8244,-2.8550,-1.0153,0.56189,-0.86670,-0.01196,-4.7939,2.6031,0.9084
3180509066,0.11682,-1.03491,-0.05042,-8.8244,-3.0458,-1.4198,0.56116,-0.86389,-0.01294,-4.7863,2.5344,1.0305
3180510066,0.11694,-1.02258,-0.05640,-8.4656,-3.1221,-1.8015,0.56104,-0.86182,-0.01282,-4.7863,2.4733,1.1527
